date,region.ce.celje,region.ce.kozje,region.ce.podčetrtek,region.ce.rečica_ob_savinji,region.ce.rogaška_slatina,region.ce.slovenske_konjice,region.ce.velenje,region.ce.vojnik,region.ce.šentjur,region.ce.šmarje_pri_jelšah,region.ce.šmartno_ob_paki,region.ce.šoštanj,region.kk.brežice,region.kk.krško,region.kk.radeče,region.kk.sevnica,region.kp.divača,region.kp.koper,region.kp.piran,region.kr.bled,region.kr.bohinj,region.kr.cerklje_na_gorenjskem,region.kr.gorenja_vas-poljane,region.kr.jesenice,region.kr.kranj,region.kr.naklo,region.kr.preddvor,region.kr.radovljica,region.kr.tržič,region.kr.šenčur,region.kr.škofja_loka,region.kr.žirovnica,region.lj.borovnica,region.lj.brezovica,region.lj.dobrepolje,region.lj.domžale,region.lj.grosuplje,region.lj.horjul,region.lj.ivančna_gorica,region.lj.ljubljana,region.lj.medvode,region.lj.velike_lašče,region.lj.škofljica,region.lj.šmartno_pri_litiji,region.mb.benedikt,region.mb.cirkulane,region.mb.destrnik,region.mb.hajdina,region.mb.juršinci,region.mb.kidričevo,region.mb.lenart,region.mb.lovrenc_na_pohorju,region.mb.maribor,region.mb.markovci,region.mb.miklavž_na_dravskem_polju,region.mb.oplotnica,region.mb.ormož,region.mb.pesnica,region.mb.podlehnik,region.mb.ptuj,region.mb.rače-fram,region.mb.slovenska_bistrica,region.mb.sveti_tomaž,region.mb.videm,region.mb.šentilj,region.ms.beltinci,region.ms.gornja_radgona,region.ms.gornji_petrovci,region.ms.lendava,region.ms.ljutomer,region.ms.murska_sobota,region.ms.puconci,region.ms.sveti_jurij_ob_ščavnici,region.ng.nova_gorica,region.ng.renče-vogrsko,region.ng.tolmin,region.ng.vipava,region.nm.dolenjske_toplice,region.nm.kočevje,region.nm.metlika,region.nm.mirna,region.nm.novo_mesto,region.nm.trebnje,region.nm.črnomelj,region.nm.šentjernej,region.nm.šentrupert,region.nm.žužemberk,region.po.bloke,region.sg.dravograd,region.sg.radlje_ob_dravi,region.sg.ribnica_na_pohorju,region.sg.slovenj_gradec,region.sg.črna_na_koroškem,region.za.hrastnik,region.za.litija,region.za.trbovlje,region.za.zagorje_ob_savi
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
2020-03-24,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
2020-03-25,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
2020-03-26,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
2020-03-27,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
2020-03-28,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
2020-03-29,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
2020-03-30,,,,,,,,,,6,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
2020-03-31,,,,,,,,,,7,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
2020-04-01,,,,,,,,,,7,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
2020-04-02,,,,,,,,,,9,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,3,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
2020-04-03,,,,,,,,,,10,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,3,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,7,,,,,,,,,,,,,,,,,
2020-04-04,,,,,,,,,,13,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,3,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,8,,,,,,,,,,,,,,,,,
2020-04-05,,,,,,,,,,13,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,5,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,8,,,,,,,,,,,,,,,,,
2020-04-06,,,,,,,,,,17,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,2,,5,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,10,,,,,,,,,,,,,,,,,
2020-04-07,,,,,,,,,,19,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,2,,5,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,10,,,,,,,,,,,,,,,,,
2020-04-08,,,,,,,,,,20,,,,,,,,,1,,,,,,1,1,,,,,,1,,,,1,,2,,5,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,,,
2020-04-09,,,,,,,,,,20,,,,,,,,,1,,,,,,1,1,,,,,,1,,,,1,,3,,6,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,,,
2020-04-10,,,,,,,,,,21,,,,,,,,,1,,,,,1,1,1,,,,,,1,,1,,1,,4,,7,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,,,
2020-04-11,,,,,,,,,,23,,,,,,,,,1,,,,,1,1,1,,,,,,1,,2,,1,,5,,7,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,11,,,,,,,,,,,,,,,,,
2020-04-12,,,,,,,,,,24,,,,,,,,,1,,,,,1,1,1,,,,,,1,,2,,1,,6,,7,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,,11,,,,,,,,,,,,,,,,,
2020-04-13,,,,,,,,,,24,,,,,,,,,1,,,,,1,1,1,,,,,,1,,2,,2,,6,,7,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,5,,,,,,,,,,11,,,,,,,,,,,,,,,,,
2020-04-14,,,,,,,,,,25,,,,,,,,,1,,,,,1,1,1,,,,,,1,,2,,2,,6,,7,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,5,,,,,,,,,,11,,,,,,,,,,,,,,,,,
2020-04-15,,,,,,,,,,25,,,,,,,,,1,,,,,1,1,1,,,,,,1,,2,,2,,6,,7,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,5,,,,,,,,,,11,,,,,,,,,,,,,,,,,
2020-04-16,,,,,,,,,,26,,,,,,,,,1,,,,,1,1,1,,,,,,1,,2,,2,,6,,8,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,5,,,,,,,,,,12,,,,,,,,,,,,,,,,,
2020-04-17,,,,,,,,,,27,,,,,,,,,1,,,,,1,1,1,,,,,,1,,2,,2,,6,,8,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,7,,,,,,,,,,14,,,,,,,,,,,1,,,,,,
2020-04-18,,,,,,,,,,28,,,,,,,,,1,,,,,1,1,1,,,,,,1,,2,,2,,6,,9,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,8,,,,,,,,,,14,,,,,,,,,,,1,,,,,,
2020-04-19,,,,,,,,,,29,,,,,,,,,1,,,,,1,1,1,,,,,,1,,2,,2,,6,,9,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,10,,,,,,,,,,14,,,,,,,,,,,1,,,,,,
2020-04-20,,,,,,,,,,29,,,,,,,,,1,,,,,1,1,1,,,,,,1,,2,,2,,6,,9,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,10,,,,,,,,,,14,,,,,,,,,,,1,,,,,,
2020-04-21,,,,,,,,,,31,,,,,,,,,1,,,,,1,1,1,,,,,,1,,2,,2,,6,,10,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,10,,,,,,,,,,14,,,,,,,,,,,1,,,,,,
2020-04-22,,,,,,,,,,31,,,,,,,,,1,,,,,1,1,1,,,,,,1,,2,,2,,6,,10,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,10,,,,,,,,,,14,,,,,,,,,,,1,,,,,,
2020-04-23,,,,,,,,,,32,,,,,,,,,1,,,,,1,1,1,,,,,,1,,2,,2,,6,,10,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,11,,,,,,,,,,14,,,,,,,,,,,1,,,,,,
2020-04-24,,,,,,,,,,32,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,10,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,11,,,,,,,,,,14,,,,,,,,,,,1,,,,,,
2020-04-25,,,,,,,,,,33,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,10,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,11,,,,,,,,,,14,,,,,,,,,,,1,,,,,,
2020-04-26,,,,,,,,,,33,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,10,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,11,,,,,,,,,,14,,,1,,,,,,,,1,,,,,,
2020-04-27,,,,,,,,,,34,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,12,,,,,,,,,,14,,,1,,,,,,,,1,,,,,,
2020-04-28,,,,,,,,,,34,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,14,,,,,,,,,,14,,,1,,,,,,,,1,,,,,,
2020-04-29,,,,,,,,,,34,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,15,,,,,,,,,,15,,,1,,,,,,,,1,,,,,,
2020-04-30,,,,,,,,,,35,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,16,,,,,,,,,,15,,,1,,,,,,,,1,,,,,,
2020-05-01,,,,,,,,,,36,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,16,,,,,,,,,,15,,,1,,,,,,,,1,,,,,,
2020-05-02,,,,,,,,,,36,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,18,,,,,,,,,,15,,,1,,,,,,,,1,,,,,,
2020-05-03,,,,,,,,,,36,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,18,,,,,,,,,,15,,,1,,,,,,,,1,,,,,,
2020-05-04,,,,,,,,,,37,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,18,,,,,,,,,,15,,,1,,,,,,,,1,,,,,,
2020-05-05,,,,,,,,,,37,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,19,,,,,,,,,,16,,,1,,,,,,,,1,,,,,,
2020-05-06,,,,,,,,,,37,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,19,,,,,,,,,,16,,,1,,,,,,,,1,,,,,,
2020-05-07,,,,,,,,,,37,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,19,,,,,,,,,,16,,,1,,,,,,,,1,,,,,,
2020-05-08,,,,,,,,,,37,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,19,,,,,,,,,,16,,,1,,,,,,,,1,,,,,,
2020-05-09,,,,,,,,,,37,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,20,,,,,,,,,,16,,,1,,,,,,,,1,,,,,,
2020-05-10,,,,,,,,,,37,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,20,,,,,,,,,,16,,,1,,,,,,,,1,,,,,,
2020-05-11,,,,,,,,,,37,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,20,,,,,,,,,,16,,,1,,,,,,,,1,,,,,,
2020-05-12,,,,,,,,,,37,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,16,,,1,,,,,,,,1,,,,,,
2020-05-13,,,,,,,,,,37,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,16,,,1,,,,,,,,1,,,,,,
2020-05-14,,,,,,,,,,37,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,16,,,1,,,,,,,,1,,,,,,
2020-05-15,,,,,,,,,,37,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,16,,,1,,,,,,,,1,,,,,,
2020-05-16,,,,,,,,,,37,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,16,,,1,,,,,,,,1,,,,1,,
2020-05-17,,,,,,,,,,37,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,16,,,1,,,,,,,,1,,,,1,,
2020-05-18,,,,,,,,,,37,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,16,,,1,,,,,,,,1,,,,1,,
2020-05-19,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,16,,,1,,,,,,,,1,,,,1,,
2020-05-20,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-05-21,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-05-22,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,2,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-05-23,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-05-24,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-05-25,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-05-26,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-05-27,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-05-28,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-05-29,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-05-30,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-05-31,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-01,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-02,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-03,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-04,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-05,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-06,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-07,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-08,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-09,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-10,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-11,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-12,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-13,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-14,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-15,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-16,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-17,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-18,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
2020-06-19,,,,,,,,,,38,,,,,,,,,1,,,,,1,1,1,,,,1,,1,,3,,2,,6,,11,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,21,,,,,,,,,,17,,,1,,,,,,,,1,,,,1,,
