date,state.icu.in,state.icu.out,state.icu,state.critical.in,state.critical.out,state.critical,hospital.icu.free,hospital.icu.total,state.deceased.hospital.icu,state.deceased.hospital.icu.todate,state.icu.total,state.critical.total,state.ukclj.icu.in,state.ukclj.icu.out,state.ukclj.icu,state.ukclj.critical.in,state.ukclj.critical.out,state.ukclj.critical,hospital.ukclj.icu.free,hospital.ukclj.icu.total,state.ukclj.deceased.hospital.icu,state.ukclj.deceased.hospital.icu.todate,state.ukclj.icu.total,state.ukclj.critical.total,state.ukcmb.icu.in,state.ukcmb.icu.out,state.ukcmb.icu,state.ukcmb.critical.in,state.ukcmb.critical.out,state.ukcmb.critical,hospital.ukcmb.icu.free,hospital.ukcmb.icu.total,state.ukcmb.deceased.hospital.icu,state.ukcmb.deceased.hospital.icu.todate,state.ukcmb.icu.total,state.ukcmb.critical.total,state.ukg.icu.in,state.ukg.icu.out,state.ukg.icu,state.ukg.critical.in,state.ukg.critical.out,state.ukg.critical,hospital.ukg.icu.free,hospital.ukg.icu.total,state.ukg.deceased.hospital.icu,state.ukg.deceased.hospital.icu.todate,state.ukg.icu.total,state.ukg.critical.total,state.sbce.icu.in,state.sbce.icu.out,state.sbce.icu,state.sbce.critical.in,state.sbce.critical.out,state.sbce.critical,hospital.sbce.icu.free,hospital.sbce.icu.total,state.sbce.deceased.hospital.icu,state.sbce.deceased.hospital.icu.todate,state.sbce.icu.total,state.sbce.critical.total,state.sbnm.icu.in,state.sbnm.icu.out,state.sbnm.icu,state.sbnm.critical.in,state.sbnm.critical.out,state.sbnm.critical,hospital.sbnm.icu.free,hospital.sbnm.icu.total,state.sbnm.deceased.hospital.icu,state.sbnm.deceased.hospital.icu.todate,state.sbnm.icu.total,state.sbnm.critical.total,state.sbms.icu.in,state.sbms.icu.out,state.sbms.icu,state.sbms.critical.in,state.sbms.critical.out,state.sbms.critical,hospital.sbms.icu.free,hospital.sbms.icu.total,state.sbms.deceased.hospital.icu,state.sbms.deceased.hospital.icu.todate,state.sbms.icu.total,state.sbms.critical.total,state.sbpt.icu.in,state.sbpt.icu.out,state.sbpt.icu,state.sbpt.critical.in,state.sbpt.critical.out,state.sbpt.critical,hospital.sbpt.icu.free,hospital.sbpt.icu.total,state.sbpt.deceased.hospital.icu,state.sbpt.deceased.hospital.icu.todate,state.sbpt.icu.total,state.sbpt.critical.total,state.sbsg.icu.in,state.sbsg.icu.out,state.sbsg.icu,state.sbsg.critical.in,state.sbsg.critical.out,state.sbsg.critical,hospital.sbsg.icu.free,hospital.sbsg.icu.total,state.sbsg.deceased.hospital.icu,state.sbsg.deceased.hospital.icu.todate,state.sbsg.icu.total,state.sbsg.critical.total,state.sbtr.icu.in,state.sbtr.icu.out,state.sbtr.icu,state.sbtr.critical.in,state.sbtr.critical.out,state.sbtr.critical,hospital.sbtr.icu.free,hospital.sbtr.icu.total,state.sbtr.deceased.hospital.icu,state.sbtr.deceased.hospital.icu.todate,state.sbtr.icu.total,state.sbtr.critical.total,state.sbiz.icu.in,state.sbiz.icu.out,state.sbiz.icu,state.sbiz.critical.in,state.sbiz.critical.out,state.sbiz.critical,hospital.sbiz.icu.free,hospital.sbiz.icu.total,state.sbiz.deceased.hospital.icu,state.sbiz.deceased.hospital.icu.todate,state.sbiz.icu.total,state.sbiz.critical.total,state.sbng.icu.in,state.sbng.icu.out,state.sbng.icu,state.sbng.critical.in,state.sbng.critical.out,state.sbng.critical,hospital.sbng.icu.free,hospital.sbng.icu.total,state.sbng.deceased.hospital.icu,state.sbng.deceased.hospital.icu.todate,state.sbng.icu.total,state.sbng.critical.total,state.sbje.icu.in,state.sbje.icu.out,state.sbje.icu,state.sbje.critical.in,state.sbje.critical.out,state.sbje.critical,hospital.sbje.icu.free,hospital.sbje.icu.total,state.sbje.deceased.hospital.icu,state.sbje.deceased.hospital.icu.todate,state.sbje.icu.total,state.sbje.critical.total,state.sbbe.icu.in,state.sbbe.icu.out,state.sbbe.icu,state.sbbe.critical.in,state.sbbe.critical.out,state.sbbe.critical,hospital.sbbe.icu.free,hospital.sbbe.icu.total,state.sbbe.deceased.hospital.icu,state.sbbe.deceased.hospital.icu.todate,state.sbbe.icu.total,state.sbbe.critical.total
2020-03-20,1,0,8,1,0,8,23,31,0,0,9,8,1,0,6,1,,6,8,14,,,7,6,0,0,2,,,2,5,7,,0,2,2,,,,,,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21,0,0,8,0,0,8,23,31,0,0,9,8,0,0,6,,,6,8,14,,,7,6,0,0,2,,,2,5,7,,0,2,2,,,,,,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,3,0,11,3,0,11,20,31,0,0,12,11,3,0,9,3,,9,5,14,,,10,9,0,0,2,,,2,5,7,,0,2,2,,,,,,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,1,1,10,0,0,10,63,56,1,1,13,11,1,1,8,,,8,20,28,1,1,11,9,0,0,2,,,2,5,7,,0,2,2,0,0,0,,,0,10,10,,0,0,0,0,0,0,,,0,11,11,,0,0,0,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,1,0,11,1,0,11,74,68,0,1,14,12,0,0,8,,,8,28,36,,1,11,9,1,0,3,1,,3,4,7,,0,3,3,0,0,0,,,0,14,14,,0,0,0,0,0,0,,,0,11,11,,0,0,0,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,6,3,14,2,0,13,71,68,0,1,20,14,5,3,10,1,,9,26,36,,1,16,10,0,0,3,,,3,4,7,,0,3,3,0,0,0,,,0,14,14,,0,0,0,1,0,1,1,,1,10,11,,0,1,1,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,2,0,16,2,0,15,76,75,0,1,22,16,0,0,10,,,9,26,36,,1,16,10,1,0,4,1,,4,10,14,,0,4,4,1,0,1,1,,1,13,14,,0,1,1,0,0,1,,,1,10,11,,0,1,1,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,5,0,22,5,0,20,70,75,0,1,27,21,1,0,12,1,,10,24,36,,1,17,11,2,0,6,2,,6,8,14,,0,6,6,1,0,2,1,,2,12,14,,0,2,2,1,0,2,1,,2,9,11,,0,2,2,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,1,0,23,1,0,20,69,75,1,2,28,22,0,0,12,1,,10,24,36,1,2,17,12,1,0,7,,,6,7,14,,0,7,6,0,0,2,,,2,12,14,,0,2,2,0,0,2,,,2,9,11,,0,2,2,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,2,1,24,1,0,21,68,75,0,2,30,23,1,1,12,,,10,24,36,,2,18,12,1,0,8,1,,7,6,14,,0,8,7,0,0,2,,,2,12,14,,0,2,2,0,0,2,,,2,9,11,,0,2,2,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,5,0,29,4,0,24,69,81,1,3,35,27,3,0,15,3,,12,27,42,1,3,21,15,1,0,9,1,,8,5,14,,0,9,8,0,0,2,,,2,12,14,,0,2,2,1,0,3,,,2,8,11,,0,3,2,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,0,1,28,1,0,25,70,81,0,3,35,28,0,1,14,,,12,28,42,,3,21,15,0,0,9,1,,9,5,14,,0,9,9,0,0,2,,,2,12,14,,0,2,2,0,0,3,,,2,8,11,,0,3,2,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,3,0,31,3,1,27,70,84,0,3,38,31,1,0,15,1,,13,27,42,,3,22,16,2,0,11,2,,11,6,17,,0,11,11,0,0,2,,1,1,12,14,,0,2,2,0,0,3,,,2,8,11,,0,3,2,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02,1,2,30,0,0,27,71,84,0,3,39,31,1,2,14,,,13,28,42,,3,23,16,0,0,11,,,11,6,17,,0,11,11,0,0,2,,,1,12,14,,0,2,2,0,0,3,,,2,8,11,,0,3,2,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,3,3,30,2,2,26,73,86,1,4,42,33,0,1,13,,,13,29,42,,3,23,16,0,0,11,1,,11,8,19,1,1,11,12,0,0,2,,,1,12,14,,0,2,2,3,2,4,1,2,1,7,11,,0,6,3,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-04,1,0,32,1,0,27,71,86,0,4,43,34,0,0,14,1,,14,28,42,,3,23,17,0,0,11,,,11,8,19,,1,11,12,0,0,2,,,1,12,14,,0,2,2,1,0,5,,,1,6,11,,0,7,3,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-05,0,1,31,0,1,26,72,86,0,4,43,34,0,0,14,,,14,28,42,,3,23,17,0,1,10,,1,10,9,19,,1,11,12,0,0,2,,,1,12,14,,0,2,2,0,0,5,,,1,6,11,,0,7,3,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,0,1,30,0,2,24,73,86,0,4,43,34,0,1,13,,2,12,29,42,,3,23,17,0,0,10,,,10,9,19,,1,11,12,0,0,2,,,1,12,14,,0,2,2,0,0,5,,,1,6,11,,0,7,3,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,2,0,32,2,0,26,71,86,0,4,45,36,2,0,15,2,,14,27,42,,3,25,19,0,0,10,,,10,9,19,,1,11,12,0,0,2,,,1,12,14,,0,2,2,0,0,5,,,1,6,11,,0,7,3,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,4,1,35,1,0,27,79,97,0,4,49,37,2,1,16,,,14,27,43,,3,27,19,1,0,11,,,10,8,19,,1,12,12,0,0,2,,,1,22,24,,0,2,2,1,0,6,1,,2,5,11,,0,8,4,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,2,2,34,4,2,28,80,97,1,5,51,41,0,2,13,,1,12,30,43,1,4,27,19,1,0,12,2,,12,7,19,,1,13,14,0,0,2,,1,0,22,24,,0,2,2,1,0,7,2,,4,4,11,,0,9,6,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-10,2,1,36,1,0,29,78,97,0,5,53,42,2,0,15,1,,13,28,43,,4,29,20,0,0,13,,,12,6,19,,1,13,14,0,0,2,,,0,22,24,,0,2,2,0,1,6,,,4,5,11,,0,9,6,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-11,2,1,35,0,0,27,78,96,2,7,55,42,0,0,13,,,11,29,42,2,6,29,20,2,1,14,,,12,5,19,,1,15,14,0,0,2,,,0,22,24,,0,2,2,0,0,6,,,4,5,11,,0,9,6,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-12,1,1,35,1,0,28,78,96,0,7,56,43,0,1,12,,,11,30,42,,6,29,20,1,0,15,1,,13,4,19,,1,16,15,0,0,2,,,0,22,24,,0,2,2,0,0,6,,,4,5,11,,0,9,6,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,0,1,33,0,1,26,80,96,1,8,56,43,0,1,10,,,10,32,42,1,7,29,20,0,0,15,,1,12,4,19,,1,16,15,0,0,2,,,0,22,24,,0,2,2,0,0,6,,,4,5,11,,0,9,6,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14,3,1,35,0,2,24,78,96,0,8,59,43,2,0,12,,,10,30,42,,7,31,20,0,1,14,,2,10,5,19,,1,16,15,0,0,2,,,0,22,24,,0,2,2,1,0,7,,,4,4,11,,0,10,6,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,2,3,34,0,0,24,79,96,0,8,61,43,1,0,13,,,10,29,42,,7,32,20,0,1,13,,,10,6,19,,1,16,15,0,0,2,,,0,22,24,,0,2,2,1,2,6,,,4,5,11,,0,11,6,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16,1,5,30,0,2,22,83,96,0,8,62,43,0,2,11,,1,9,31,42,,7,32,20,0,1,12,,1,9,7,19,,1,16,15,1,1,2,,,0,22,24,,0,3,2,0,1,5,,,4,6,11,,0,11,6,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,0,0,28,1,0,22,85,96,2,10,62,44,0,0,11,,,9,31,42,,7,32,20,0,0,11,1,,9,8,19,1,2,16,16,0,0,1,0,,0,23,24,1,1,3,2,0,0,5,,,4,6,11,,0,11,6,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-18,1,2,27,2,1,23,86,96,0,10,63,46,1,1,11,1,,10,31,42,,7,33,21,0,1,10,,,9,9,19,,2,16,16,0,0,1,1,,1,23,24,,1,3,3,0,0,5,,1,3,6,11,,0,11,6,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-19,1,1,26,1,2,21,87,96,1,11,64,47,0,0,10,,,9,32,42,1,8,33,21,0,1,9,,2,7,10,19,,2,16,16,0,0,1,,,1,23,24,,1,3,3,1,0,6,1,,4,5,11,,0,12,7,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,1,1,26,0,1,20,87,96,0,11,65,47,1,0,11,,,9,31,42,,8,34,21,0,1,8,,,7,11,19,,2,16,16,0,0,1,,,1,23,24,,1,3,3,0,0,6,,1,3,5,11,,0,12,7,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,0,1,25,1,0,21,88,96,0,11,65,48,0,0,11,1,,10,31,42,,8,34,22,0,1,7,,,7,12,19,,2,16,16,0,0,1,,,1,23,24,,1,3,3,0,0,6,,,3,5,11,,0,12,7,0,0,0,,,0,17,17,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
