2020-03-18,Zdravstveni dom Kranj,kranj,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,21,24,48,8,0,12,38
2020-03-18,Zdravstveni dom Krško,krško,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,239,41,29,8,0,6,29
2020-03-18,Zdravstveni dom Laško,laško,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,6,4,7,0,0,1,6
2020-03-18,Zdravstveni dom Lenart,lenart,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,3,8,17,0,0,0,28
2020-03-18,Zdravstveni dom Lendava,lendava,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,9,4,21,6,,3,5
2020-03-18,Zdravstveni dom Litija,litija,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,25,9,,0,,1,8
2020-03-18,Zdravstveni dom Ljubljana,ljubljana,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,154,39,2,212,4,63,
2020-03-18,Zdravstveni dom Ljutomer,ljutomer,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,4,5,34,3,1,3,5
2020-03-18,Zdravstveni dom Logatec,logatec,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,7,0,28,0,0,0,28
2020-03-18,Zdravstveni dom Medvode,medvode,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,0,3,25,0,0,0,25
2020-03-18,Zdravstveni dom Metlika,metlika,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,,,,,,,
2020-03-18,Zdravstveni dom Murska Sobota (VT),murska_sobota,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,49,32,250,25,1,3,32
2020-03-18,Zdravstveni dom Novo mesto (podatki pri SB NM),novo_mesto,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,,,,,,,
2020-03-18,Zdravstveni dom Ormož,ormož,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,25,10,19,5,0,0,29
2020-03-18,Zdravstveni dom Osnovno varstvo Nova Gorica,nova_gorica,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,16,14,16,46,0,2,58
2020-03-18,Zdravstveni dom Piran,piran,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,6,2,25,0,0,0,23
2020-03-18,Zdravstveni dom Ptuj,ptuj,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,36,4,51,2,0,2,54
2020-03-18,Zdravstveni dom Radeče,radeče,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,3,3,2,0,0,0,2
2020-03-18,Zdravstveni dom Radlje ob Dravi,radlje_ob_dravi,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,17,9,15,3,0,5,20
2020-03-18,Zdravstveni dom Radovljica,radovljica,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,17,8,14,0,0,5,26
2020-03-18,Zdravstveni dom Ravne na Koroškem,ravne_na_koroškem,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,16,9,116,4,0,0,9
2020-03-18,Zdravstveni dom Sevnica,sevnica,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,30,10,60,3,0,0,40
2020-03-18,Zdravstveni dom Sežana,sežana,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,8,8,,6,0,0,12
2020-03-18,Zdravstveni dom Slovenj Gradec,slovenj_gradec,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,10,7,5,24,0,1,2
2020-03-18,Zdravstveni dom Slovenska Bistrica,slovenska_bistrica,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,15,7,80,3,0,0,87
2020-03-18,Zdravstveni dom Slovenske Konjice,slovenske_konjice,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,7,1,0,0,1,35,36
2020-03-18,Zdravstveni dom Tolmin,tolmin,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,,9,3,0,0,9,
2020-03-18,Zdravstveni dom Trbovlje,trbovlje,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,19,11,8,0,0,8,
2020-03-18,Zdravstveni dom Trebnje,trebnje,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,10,1,1,2,1,40,37
2020-03-18,Zdravstveni dom Tržič,tržič,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,10,1,32,0,0,0,31
2020-03-18,Zdravstveni dom Velenje,velenje,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,17,16,11,0,1,16,
2020-03-18,Zdravstveni dom Vrhnika,vrhnika,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,13,2,2,0,0,4,6
2020-03-18,Zdravstveni dom Zagorje ob Savi,zagorje_ob_savi,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,16,1,1,0,1,9,9
2020-03-18,Zdravstveni dom dr. Adolfa Drolca Maribor,maribor,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,54,61,15,98,1,1,1
2020-03-18,Zdravstveni dom dr. Božidarja Lavriča - Cerknica,cerknica,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,5,0,21,0,0,0,21
2020-03-18,Zdravstveni dom dr. Franca Ambrožiča Postojna,postojna,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,16,7,40,22,2,0,120
2020-03-18,Zdravstveni dom dr. Janeza Oražma Ribnica,ribnica,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,5,20,11,0,0,1,17
2020-03-18,Zdravstveni dom dr. Jožeta Potrate Žalec,žalec,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,12,8,49,0,0,0,69
2020-03-18,Zdravstveni dom dr. Julija Polca Kamnik,kamnik,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,12,13,120,5,0,1,12
2020-03-18,Zdravstveni dom za študente Univerze v Ljubljani,ljubljana_študentski,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,,,,,,29,29
2020-03-18,Zdravstveni dom Črnomelj,črnomelj,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,14,26,88,0,0,0,20
2020-03-18,Zdravstveni dom Šentjur,šentjur,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,21,1,0,0,0,2,47
2020-03-18,Zdravstveni dom Škofja loka,škofja_loka,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,7,12,,11,0,0,12
2020-03-18,Zdravstveni dom Šmarje pri Jelšah,šmarje_pri_jelšah,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,15,9,21,1,1,18,140
2020-03-18,Zdravstvenim dom Bled,bled,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,15,12,46,6,0,0,6
2020-03-18,Zgornjesavinjski zdravstveni dom Nazarje,nazarje,"<Worksheet ""19.3."">",poročilo_ZD_19_3_2020_popr.xlsx,1,,,,,3,4
2020-03-19,SŽ - Železniški zdravstveni dom Ljubljana,ljubljana_sž,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,3,4,19,1,0,0,11
2020-03-19,ZRCK,zrck,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,11,3,3,0,0,5,0
2020-03-19,Zdravstveni dom Ajdovščina,ajdovščina,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,22,2,19,2,0,0,19
2020-03-19,Zdravstveni dom Bohinj,bohinj,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,3,5,13,0,0,0,15
2020-03-19,Zdravstveni dom Brežice,brežice,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,15,26,0,8,0,5,9
2020-03-19,Zdravstveni dom Celje (podatki pri SB CE),celje,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,0,0,3,5,0,1,4
2020-03-19,Zdravstveni dom Domžale,domžale,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,34,37,37,22,2,0,37
2020-03-19,Zdravstveni dom Dravograd,dravograd,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,5,2,6,1,1,0,5
2020-03-19,Zdravstveni dom Gornja Radgona,gornja_radgona,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,20,0,5,0,0,1,3
2020-03-19,Zdravstveni dom Grosuplje,grosuplje,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,18,9,19,0,0,1,27
2020-03-19,Zdravstveni dom Hrastnik,hrastnik,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,5,0,0,0,0,0,0
2020-03-19,Zdravstveni dom Idrija,idrija,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,12,3,71,12,0,0,32
2020-03-19,Zdravstveni dom Ilirska Bistrica,ilirska_bistrica,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,22,1,11,5,0,1,2
2020-03-19,Zdravstveni dom Ivančna Gorica,ivančna_gorica,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,4,3,2,3,0,0,5
2020-03-19,Zdravstveni dom Izola,izola,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,17,10,7,1,0,1,9
2020-03-19,Zdravstveni dom Jesenice,jesenice,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,43,26,91,14,1,1,16
2020-03-19,Zdravstveni dom Koper (CUS),koper,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,65,41,41,41,2,4,72
2020-03-19,Zdravstveni dom Kočevje,kočevje,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,4,1,33,16,0,0,40
2020-03-19,Zdravstveni dom Kranj,kranj,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,37,47,38,27,0,16,52
2020-03-19,Zdravstveni dom Krško,krško,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,260,11,57,6,0,6,51
2020-03-19,Zdravstveni dom Laško,laško,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,11,7,6,0,0,1,7
2020-03-19,Zdravstveni dom Lenart,lenart,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,9,8,18,0,0,5,24
2020-03-19,Zdravstveni dom Lendava,lendava,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,17,5,11,3,0,0,0
2020-03-19,Zdravstveni dom Litija,litija,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,23,8,,1,0,0,7
2020-03-19,Zdravstveni dom Ljubljana,ljubljana,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,,,,,,,
2020-03-19,Zdravstveni dom Ljutomer,ljutomer,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,1,4,19,0,0,1,4
2020-03-19,Zdravstveni dom Logatec,logatec,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,2,3,50,3,0,0,50
2020-03-19,Zdravstveni dom Medvode,medvode,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,0,0,29,0,0,0,29
2020-03-19,Zdravstveni dom Metlika,metlika,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,21,21,3,0,0,3,7
2020-03-19,Zdravstveni dom Murska Sobota (VT),murska_sobota,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,68,48,194,38,1,6,42
2020-03-19,Zdravstveni dom Novo mesto,novo_mesto,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,8,4,5,0,0,3,1
2020-03-19,Zdravstveni dom Ormož,ormož,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,26,7,11,4,0,0,18
2020-03-19,Zdravstveni dom Osnovno varstvo Nova Gorica,nova_gorica,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,30,19,6,20,0,3,45
2020-03-19,Zdravstveni dom Piran,piran,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,4,0,37,0,0,2,36
2020-03-19,Zdravstveni dom Ptuj,ptuj,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,71,20,48,20,0,2,68
2020-03-19,Zdravstveni dom Radeče,radeče,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,0,0,1,0,0,0,1
2020-03-19,Zdravstveni dom Radlje ob Dravi,radlje_ob_dravi,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,24,16,20,0,0,1,20
2020-03-19,Zdravstveni dom Radovljica,radovljica,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,21,11,14,0,0,5,16
2020-03-19,Zdravstveni dom Ravne na Koroškem,ravne_na_koroškem,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,19,11,78,9,0,0,11
2020-03-19,Zdravstveni dom Sevnica,sevnica,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,17,9,36,2,0,0,9
2020-03-19,Zdravstveni dom Sežana,sežana,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,7,3,39,3,1,0,11
2020-03-19,Zdravstveni dom Slovenj Gradec,slovenj_gradec,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,18,3,28,3,0,4,5
2020-03-19,Zdravstveni dom Slovenska Bistrica,slovenska_bistrica,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,17,8,62,6,0,0,70
2020-03-19,Zdravstveni dom Slovenske Konjice,slovenske_konjice,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,14,2,29,0,0,1,17
2020-03-19,Zdravstveni dom Tolmin,tolmin,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,39,10,42,8,0,0,10
2020-03-19,Zdravstveni dom Trbovlje,trbovlje,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,14,9,45,9,0,2,10
2020-03-19,Zdravstveni dom Trebnje,trebnje,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,15,5,35,6,1,4,38
2020-03-19,Zdravstveni dom Tržič,tržič,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,8,4,29,0,0,0,30
2020-03-19,Zdravstveni dom Velenje,velenje,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,28,18,22,3,0,0,35
2020-03-19,Zdravstveni dom Vrhnika,vrhnika,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,3,0,24,1,0,0,19
2020-03-19,Zdravstveni dom Zagorje ob Savi,zagorje_ob_savi,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,21,2,12,2,0,5,13
2020-03-19,Zdravstveni dom dr. Adolfa Drolca Maribor,maribor,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,45,63,603,40,2,2,2
2020-03-19,Zdravstveni dom dr. Božidarja Lavriča - Cerknica,cerknica,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,3,0,25,0,0,0,23
2020-03-19,Zdravstveni dom dr. Franca Ambrožiča Postojna,postojna,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,33,18,60,27,0,0,94
2020-03-19,Zdravstveni dom dr. Janeza Oražma Ribnica,ribnica,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,6,23,25,0,0,0,19
2020-03-19,Zdravstveni dom dr. Jožeta Potrate Žalec,žalec,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,16,3,37,0,0,0,54
2020-03-19,Zdravstveni dom dr. Julija Polca Kamnik,kamnik,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,9,18,74,15,4,1,14
2020-03-19,Zdravstveni dom za študente Univerze v Ljubljani,ljubljana_študentski,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,0,0,12,0,0,0,11
2020-03-19,Zdravstveni dom Črnomelj,črnomelj,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,7,1,35,0,0,2,13
2020-03-19,Zdravstveni dom Šentjur,šentjur,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,17,0,37,0,0,2,0
2020-03-19,Zdravstveni dom Škofja loka,škofja_loka,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,8,18,19,16,0,0,19
2020-03-19,Zdravstveni dom Šmarje pri Jelšah,šmarje_pri_jelšah,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,15,10,123,16,2,0,10
2020-03-19,Zdravstvenim dom Bled,bled,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,16,24,33,12,0,0,35
2020-03-19,Zgornjesavinjski zdravstveni dom Nazarje,nazarje,"<Worksheet ""20.3."">",poročilo_ZD_20_3_2020.xlsx,0,0,42,0,0,4,0
2020-03-20,SŽ - Železniški zdravstveni dom Ljubljana,ljubljana_sž,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,3,3,21,1,0,0,9
2020-03-20,ZRCK,zrck,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,7,2,3,50,0,6,1
2020-03-20,Zdravstveni dom Ajdovščina,ajdovščina,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,21,3,21,3,0,1,18
2020-03-20,Zdravstveni dom Bohinj,bohinj,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,9,1,20,0,0,1,10
2020-03-20,Zdravstveni dom Brežice,brežice,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,9,38,1,18,1,3,0
2020-03-20,Zdravstveni dom Celje (podatki pri SB CE),celje,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,0,0,0,0,0,0,0
2020-03-20,Zdravstveni dom Domžale,domžale,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,46,41,31,32,2,0,41
2020-03-20,Zdravstveni dom Dravograd,dravograd,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,10,10,3,10,0,2,19
2020-03-20,Zdravstveni dom Gornja Radgona,gornja_radgona,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,13,0,2,0,0,0,2
2020-03-20,Zdravstveni dom Grosuplje,grosuplje,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,19,3,18,0,0,0,18
2020-03-20,Zdravstveni dom Hrastnik,hrastnik,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,26,4,0,4,0,0,0
2020-03-20,Zdravstveni dom Idrija,idrija,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,12,4,20,16,0,0,28
2020-03-20,Zdravstveni dom Ilirska Bistrica,ilirska_bistrica,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,21,3,0,1,,0,0
2020-03-20,Zdravstveni dom Ivančna Gorica,ivančna_gorica,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,4,4,0,3,0,4,4
2020-03-20,Zdravstveni dom Izola,izola,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,4,6,8,0,0,0,14
2020-03-20,Zdravstveni dom Jesenice,jesenice,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,33,8,75,8,0,3,53
2020-03-20,Zdravstveni dom Koper (CUS),koper,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,45,24,70,23,0,5,89
2020-03-20,Zdravstveni dom Kočevje,kočevje,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,5,8,36,27,2,1,67
2020-03-20,Zdravstveni dom Kranj,kranj,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,25,48,29,37,1,12,48
2020-03-20,Zdravstveni dom Krško,krško,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,350,127,80,18,1,3,104
2020-03-20,Zdravstveni dom Laško,laško,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,15,2,6,0,0,1,7
2020-03-20,Zdravstveni dom Lenart,lenart,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,7,0,20,1,0,1,38
2020-03-20,Zdravstveni dom Lendava,lendava,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,37,9,12,3,0,0,9
2020-03-20,Zdravstveni dom Litija,litija,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,32,6,14,6,0,0,20
2020-03-20,Zdravstveni dom Ljubljana,ljubljana,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,,,,,,,
2020-03-20,Zdravstveni dom Ljutomer,ljutomer,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,1,4,20,4,0,1,24
2020-03-20,Zdravstveni dom Logatec,logatec,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,3,1,33,0,0,0,33
2020-03-20,Zdravstveni dom Medvode,medvode,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,0,0,32,0,0,0,32
2020-03-20,Zdravstveni dom Metlika,metlika,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,11,1,1,0,0,0,2
2020-03-20,Zdravstveni dom Murska Sobota (VT),murska_sobota,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,64,66,149,36,0,4,62
2020-03-20,Zdravstveni dom Novo mesto,novo_mesto,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,3,1,1,0,0,1,1
2020-03-20,Zdravstveni dom Ormož,ormož,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,17,3,20,1,0,0,20
2020-03-20,Zdravstveni dom Osnovno varstvo Nova Gorica,nova_gorica,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,25,22,9,33,0,3,56
2020-03-20,Zdravstveni dom Piran,piran,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,10,2,19,0,0,2,19
2020-03-20,Zdravstveni dom Ptuj,ptuj,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,72,27,42,27,0,3,69
2020-03-20,Zdravstveni dom Radeče,radeče,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,0,0,3,0,0,0,3
2020-03-20,Zdravstveni dom Radlje ob Dravi,radlje_ob_dravi,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,24,14,18,3,0,3,29
2020-03-20,Zdravstveni dom Radovljica,radovljica,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,14,24,8,1,0,3,34
2020-03-20,Zdravstveni dom Ravne na Koroškem,ravne_na_koroškem,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,19,7,3,7,2,0,9
2020-03-20,Zdravstveni dom Sevnica,sevnica,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,31,16,52,4,1,0,21
2020-03-20,Zdravstveni dom Sežana,sežana,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,8,8,35,5,0,0,13
2020-03-20,Zdravstveni dom Slovenj Gradec,slovenj_gradec,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,18,12,18,12,0,1,12
2020-03-20,Zdravstveni dom Slovenska Bistrica,slovenska_bistrica,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,17,12,84,3,0,0,96
2020-03-20,Zdravstveni dom Slovenske Konjice,slovenske_konjice,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,12,0,30,0,0,3,14
2020-03-20,Zdravstveni dom Tolmin,tolmin,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,50,11,35,7,0,0,9
2020-03-20,Zdravstveni dom Trbovlje,trbovlje,"<Worksheet ""21.3."">",poročilo_ZD_21_3_2020.xlsx,20,21,22,16,1,0,43
